ticker,cik,year,filing_date,accession,index_url,name,sector
AMT,0001053507,2019,2019-02-27,0001053507-19-000012,https://www.sec.gov/Archives/edgar/data/1053507/000105350719000012/0001053507-19-000012-index.htm,American Tower Corp.,Real Estate
AMT,0001053507,2018,2018-02-28,0001053507-18-000006,https://www.sec.gov/Archives/edgar/data/1053507/000105350718000006/0001053507-18-000006-index.htm,American Tower Corp.,Real Estate
PLD,0001045609,2024,2024-02-13,0000950170-24-014539,https://www.sec.gov/Archives/edgar/data/1045609/000095017024014539/0000950170-24-014539-index.htm,Prologis Inc.,Real Estate
PLD,0001045609,2023,2023-02-14,0001564590-23-001902,https://www.sec.gov/Archives/edgar/data/1045609/000156459023001902/0001564590-23-001902-index.htm,Prologis Inc.,Real Estate
PLD,0001045609,2022,2022-02-09,0001564590-22-004436,https://www.sec.gov/Archives/edgar/data/1045609/000156459022004436/0001564590-22-004436-index.htm,Prologis Inc.,Real Estate
PLD,0001045609,2021,2021-02-11,0001564590-21-005312,https://www.sec.gov/Archives/edgar/data/1045609/000156459021005312/0001564590-21-005312-index.htm,Prologis Inc.,Real Estate
PLD,0001045609,2020,2020-02-11,0001564590-20-004096,https://www.sec.gov/Archives/edgar/data/1045609/000156459020004096/0001564590-20-004096-index.htm,Prologis Inc.,Real Estate
PLD,0001045609,2019,2019-02-13,0001564590-19-002872,https://www.sec.gov/Archives/edgar/data/1045609/000156459019002872/0001564590-19-002872-index.htm,Prologis Inc.,Real Estate
LIN,0001707925,2024,2024-02-28,0001628280-24-007424,https://www.sec.gov/Archives/edgar/data/1707925/000162828024007424/0001628280-24-007424-index.htm,Linde plc,Materials
LIN,0001707925,2023,2023-02-28,0001628280-23-005434,https://www.sec.gov/Archives/edgar/data/1707925/000162828023005434/0001628280-23-005434-index.htm,Linde plc,Materials
LIN,0001707925,2022,2022-02-28,0001628280-22-004180,https://www.sec.gov/Archives/edgar/data/1707925/000162828022004180/0001628280-22-004180-index.htm,Linde plc,Materials
LIN,0001707925,2021,2021-03-01,0001628280-21-003574,https://www.sec.gov/Archives/edgar/data/1707925/000162828021003574/0001628280-21-003574-index.htm,Linde plc,Materials
LIN,0001707925,2020,2020-03-02,0001707925-20-000015,https://www.sec.gov/Archives/edgar/data/1707925/000170792520000015/0001707925-20-000015-index.htm,Linde plc,Materials
LIN,0001707925,2019,2019-03-18,0001628280-19-003050,https://www.sec.gov/Archives/edgar/data/1707925/000162828019003050/0001628280-19-003050-index.htm,Linde plc,Materials
LIN,0001707925,2018,2018-03-23,0001707925-18-000004,https://www.sec.gov/Archives/edgar/data/1707925/000170792518000004/0001707925-18-000004-index.htm,Linde plc,Materials
APD,0000002969,2024,2024-11-21,0000002969-24-000056,https://www.sec.gov/Archives/edgar/data/2969/000000296924000056/0000002969-24-000056-index.htm,Air Products & Chemicals,Materials
APD,0000002969,2023,2023-11-16,0000002969-23-000047,https://www.sec.gov/Archives/edgar/data/2969/000000296923000047/0000002969-23-000047-index.htm,Air Products & Chemicals,Materials
APD,0000002969,2022,2022-11-22,0000002969-22-000054,https://www.sec.gov/Archives/edgar/data/2969/000000296922000054/0000002969-22-000054-index.htm,Air Products & Chemicals,Materials
APD,0000002969,2021,2021-11-18,0000002969-21-000055,https://www.sec.gov/Archives/edgar/data/2969/000000296921000055/0000002969-21-000055-index.htm,Air Products & Chemicals,Materials
APD,0000002969,2020,2020-11-19,0000002969-20-000049,https://www.sec.gov/Archives/edgar/data/2969/000000296920000049/0000002969-20-000049-index.htm,Air Products & Chemicals,Materials
APD,0000002969,2019,2019-11-26,0000002969-19-000051,https://www.sec.gov/Archives/edgar/data/2969/000000296919000051/0000002969-19-000051-index.htm,Air Products & Chemicals,Materials
APD,0000002969,2018,2018-11-20,0000002969-18-000044,https://www.sec.gov/Archives/edgar/data/2969/000000296918000044/0000002969-18-000044-index.htm,Air Products & Chemicals,Materials
APD,0000002969,2017,2017-11-16,0000002969-17-000039,https://www.sec.gov/Archives/edgar/data/2969/000000296917000039/0000002969-17-000039-index.htm,Air Products & Chemicals,Materials
APD,0000002969,2016,2016-11-21,0001193125-16-773346,https://www.sec.gov/Archives/edgar/data/2969/000119312516773346/0001193125-16-773346-index.htm,Air Products & Chemicals,Materials
